,OFFER,RETAILER,BRAND,RECEIPTS,CATEGORY_ID,PRODUCT_CATEGORY,IS_CHILD_CATEGORY_TO,combined_text,similarity_score
142,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,208.0,a2108cb6-b451-46ae-997b-a11bc7ab213a,dressing,pantry,general mills™ products select brands spend 7 convenience stores,0.0
143,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,106.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,general mills™ products select brands spend 7 convenience stores,0.0
144,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,92.0,10fb25a2-7e2f-4a7d-8976-f11b700d6e47,refrigerated dough,dairy,general mills™ products select brands spend 7 convenience stores,0.0
145,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,56.0,ef70e81c-e88f-419c-9cb4-c008ae0eb29a,packaged vegetable,pantry,general mills™ products select brands spend 7 convenience stores,0.0
146,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,52.0,f72793bd-721f-4d0f-8086-3b211446dd4b,frozen meal,frozen,general mills™ products select brands spend 7 convenience stores,0.0
147,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,48.0,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622,chip,snack,general mills™ products select brands spend 7 convenience stores,0.0
148,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,38.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,general mills™ products select brands spend 7 convenience stores,0.0
149,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,32.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,general mills™ products select brands spend 7 convenience stores,0.0
150,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,20.0,f1a38ab2-67a0-4863-9802-2b16a181e722,bread,pantry,general mills™ products select brands spend 7 convenience stores,0.0
151,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,18.0,7414fc82-da85-4772-8c52-6067b369b780,frozen breakfast,frozen,general mills™ products select brands spend 7 convenience stores,0.0
152,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,15.0,ee7d461c-afec-4dd8-b06e-c3de3ea040fe,cooky,snack,general mills™ products select brands spend 7 convenience stores,0.0
153,general mills™ products select brands spend 7 convenience stores,unknown,annies homegrown grocery,14.0,c1348b24-5f57-4ad6-bc81-a114368acb19,soup broth,pantry,general mills™ products select brands spend 7 convenience stores,0.0
154,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,1489.0,0619fda2-db1e-42c4-87ef-457ae91fca72,cheese,dairy,general mills™ products select varieties spend 12,0.0
155,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,961.0,6c9b520a-9049-417a-8487-7053b9d2d8f8,cracker,snack,general mills™ products select varieties spend 12,0.0
156,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,541.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,general mills™ products select varieties spend 12,0.0
157,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,228.0,0f6c46e7-8a8c-422e-8005-7d178a688da5,fruit vegetable snack,snack,general mills™ products select varieties spend 12,0.0
158,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,208.0,a2108cb6-b451-46ae-997b-a11bc7ab213a,dressing,pantry,general mills™ products select varieties spend 12,0.0
159,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,106.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,general mills™ products select varieties spend 12,0.0
160,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,92.0,10fb25a2-7e2f-4a7d-8976-f11b700d6e47,refrigerated dough,dairy,general mills™ products select varieties spend 12,0.0
161,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,56.0,ef70e81c-e88f-419c-9cb4-c008ae0eb29a,packaged vegetable,pantry,general mills™ products select varieties spend 12,0.0
162,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,52.0,f72793bd-721f-4d0f-8086-3b211446dd4b,frozen meal,frozen,general mills™ products select varieties spend 12,0.0
163,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,48.0,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622,chip,snack,general mills™ products select varieties spend 12,0.0
164,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,38.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,general mills™ products select varieties spend 12,0.0
165,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,32.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,general mills™ products select varieties spend 12,0.0
166,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,20.0,f1a38ab2-67a0-4863-9802-2b16a181e722,bread,pantry,general mills™ products select varieties spend 12,0.0
167,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,18.0,7414fc82-da85-4772-8c52-6067b369b780,frozen breakfast,frozen,general mills™ products select varieties spend 12,0.0
168,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,15.0,ee7d461c-afec-4dd8-b06e-c3de3ea040fe,cooky,snack,general mills™ products select varieties spend 12,0.0
169,general mills™ products select varieties spend 12,unknown,annies homegrown grocery,14.0,c1348b24-5f57-4ad6-bc81-a114368acb19,soup broth,pantry,general mills™ products select varieties spend 12,0.0
170,egglife egg white wraps aldi,aldi,egglife,27.0,d45a8f68-34d2-4128-a807-7b4fcf119a17,egg,dairy,egglife egg white wraps aldi,0.0
171,spend 20 zaxbys,zaxbys,zaxbys,,,,,spend 20 zaxbys,0.0
172,order online zaxbyscom,zaxbys,zaxbys,,,,,order online zaxbyscom,0.0
173,spend 45 zaxbys,zaxbys,zaxbys,,,,,spend 45 zaxbys,0.0
174,spend 10 subway,subway,subway,762.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,spend 10 subway,0.0
175,spend 25 subway,subway,subway,762.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,spend 25 subway,0.0
176,spend 15 subway,subway,subway,762.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,spend 15 subway,0.0
177,spend 35 subway,subway,subway,762.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,spend 35 subway,0.0
178,dove® chocolate select sizes buy 1,unknown,dove chocolate,3730.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,dove® chocolate select sizes buy 1,0.0
179,dove® chocolate select varieties,unknown,dove chocolate,3730.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,dove® chocolate select varieties,0.0
180,hellmanns® best foods® garlic aioli spicy mayonnaise,unknown,hellmanns best food,7427.0,1f01bdf4-7c65-4995-adfb-9080b75b0129,condiment,pantry,hellmanns® best foods® garlic aioli spicy mayonnaise,0.0
181,hellmanns® best foods® garlic aioli spicy mayonnaise,unknown,hellmanns best food,334.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,hellmanns® best foods® garlic aioli spicy mayonnaise,0.0
182,hellmanns® best foods® garlic aioli spicy mayonnaise,unknown,hellmanns best food,49.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,hellmanns® best foods® garlic aioli spicy mayonnaise,0.0
183,hellmanns® best foods® garlic aioli spicy mayonnaise,unknown,hellmanns best food,12.0,a2108cb6-b451-46ae-997b-a11bc7ab213a,dressing,pantry,hellmanns® best foods® garlic aioli spicy mayonnaise,0.0
184,hellmanns® best foods® sargento® cheese slices,unknown,hellmanns best food,7427.0,1f01bdf4-7c65-4995-adfb-9080b75b0129,condiment,pantry,hellmanns® best foods® sargento® cheese slices,0.0
185,hellmanns® best foods® sargento® cheese slices,unknown,hellmanns best food,334.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,hellmanns® best foods® sargento® cheese slices,0.0
186,hellmanns® best foods® sargento® cheese slices,unknown,hellmanns best food,49.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,hellmanns® best foods® sargento® cheese slices,0.0
187,hellmanns® best foods® sargento® cheese slices,unknown,hellmanns best food,12.0,a2108cb6-b451-46ae-997b-a11bc7ab213a,dressing,pantry,hellmanns® best foods® sargento® cheese slices,0.0
188,hellmanns best foods vegan dressing spread,unknown,hellmanns best food,7427.0,1f01bdf4-7c65-4995-adfb-9080b75b0129,condiment,pantry,hellmanns best foods vegan dressing spread,0.0
189,hellmanns best foods vegan dressing spread,unknown,hellmanns best food,334.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,hellmanns best foods vegan dressing spread,0.0
190,hellmanns best foods vegan dressing spread,unknown,hellmanns best food,49.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,hellmanns best foods vegan dressing spread,0.0
191,hellmanns best foods vegan dressing spread,unknown,hellmanns best food,12.0,a2108cb6-b451-46ae-997b-a11bc7ab213a,dressing,pantry,hellmanns best foods vegan dressing spread,0.0
192,mms® select sizes buy 1,unknown,mm,37241.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,mms® select sizes buy 1,0.0
193,mms® select sizes buy 1,unknown,mm,10622.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,mms® select sizes buy 1,0.0
194,mms® select sizes buy 1,unknown,mm,11.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,mms® select sizes buy 1,0.0
195,mms® chocolate candies select varieties,unknown,mm,37241.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,mms® chocolate candies select varieties,0.0
196,mms® chocolate candies select varieties,unknown,mm,10622.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,mms® chocolate candies select varieties,0.0
197,mms® chocolate candies select varieties,unknown,mm,11.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,mms® chocolate candies select varieties,0.0
198,red gold tomato ketchup,unknown,red gold,515.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,red gold tomato ketchup,0.0
199,red gold tomato ketchup,unknown,red gold,323.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,red gold tomato ketchup,0.0
200,red gold tomato ketchup,unknown,red gold,106.0,1f01bdf4-7c65-4995-adfb-9080b75b0129,condiment,pantry,red gold tomato ketchup,0.0
201,red gold tomato ketchup,unknown,red gold,68.0,451e3832-bc4c-4dd3-bbbb-5e33d134a765,dip salsa,snack,red gold tomato ketchup,0.0
202,red gold tomato ketchup,unknown,red gold,14.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,red gold tomato ketchup,0.0
203,red gold tomato juice,unknown,red gold,515.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,red gold tomato juice,0.0
204,red gold tomato juice,unknown,red gold,323.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,red gold tomato juice,0.0
205,red gold tomato juice,unknown,red gold,106.0,1f01bdf4-7c65-4995-adfb-9080b75b0129,condiment,pantry,red gold tomato juice,0.0
206,red gold tomato juice,unknown,red gold,68.0,451e3832-bc4c-4dd3-bbbb-5e33d134a765,dip salsa,snack,red gold tomato juice,0.0
207,red gold tomato juice,unknown,red gold,14.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,red gold tomato juice,0.0
208,gillette venus ® pubic hair skin spend 20,unknown,gillette venus,12805.0,539953fe-50bf-4a00-8a21-c64752d6ed7e,hair removal,health wellness,gillette venus ® pubic hair skin spend 20,0.0
209,gillette venus ® pubic hair skin,unknown,gillette venus,12805.0,539953fe-50bf-4a00-8a21-c64752d6ed7e,hair removal,health wellness,gillette venus ® pubic hair skin,0.0
210,gillette venus ® pubic hair skin spend 20,unknown,gillette venus,12805.0,539953fe-50bf-4a00-8a21-c64752d6ed7e,hair removal,health wellness,gillette venus ® pubic hair skin spend 20,0.0
211,spend 140 shaws,shaw,shaw,28.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,spend 140 shaws,0.0
212,spend 185 shaws,shaw,shaw,28.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,spend 185 shaws,0.0
213,shop 2 times shaws,shaw,shaw,28.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,shop 2 times shaws,0.0
214,shaws receipt,shaw,shaw,28.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,shaws receipt,0.0
215,spend 300 shaws,shaw,shaw,28.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,spend 300 shaws,0.0
216,loréal paris hair color select varieties spend 19 target,target,loreal paris hair color,542.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,loréal paris hair color select varieties spend 19 target,0.0
217,loréal paris men expert hair color spend 19 walmart,walmart,loreal paris hair color,542.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,loréal paris men expert hair color spend 19 walmart,0.0
218,l ’ oréal paris men expert hair color spend 9 walmart,walmart,loreal paris hair color,542.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,l ’ oréal paris men expert hair color spend 9 walmart,0.0
219,loréal paris excellence hair color target,target,loreal paris hair color,542.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,loréal paris excellence hair color target,0.0
220,loréal paris hair color select varieties spend 25 target,target,loreal paris hair color,542.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,loréal paris hair color select varieties spend 25 target,0.0
221,loréal paris hair color select varieties spend 9 target,target,loreal paris hair color,542.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,loréal paris hair color select varieties spend 9 target,0.0
222,simply spiked™ lemonade 12 pack,unknown,simply spiked,2017.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,simply spiked™ lemonade 12 pack,0.0
223,simply spiked™ lemonade 12 pack,unknown,simply spiked,661.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,simply spiked™ lemonade 12 pack,0.0
224,simply spiked™ signature peach 12pack larger buy 2,unknown,simply spiked,2017.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,simply spiked™ signature peach 12pack larger buy 2,0.0
225,simply spiked™ signature peach 12pack larger buy 2,unknown,simply spiked,661.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,simply spiked™ signature peach 12pack larger buy 2,0.0
226,simply spiked™ 12 pack,unknown,simply spiked,2017.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,simply spiked™ 12 pack,0.0
227,simply spiked™ 12 pack,unknown,simply spiked,661.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,simply spiked™ 12 pack,0.0
228,simply spiked™ signature peach 12 pack,unknown,simply spiked,2017.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,simply spiked™ signature peach 12 pack,0.0
229,simply spiked™ signature peach 12 pack,unknown,simply spiked,661.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,simply spiked™ signature peach 12 pack,0.0
230,gortons select retailers,shop rite,gortons,348.0,e73f7957-0e65-4466-9588-795bdc5f67ac,packaged meat,pantry,gortons select retailers,0.0
231,gortons select retailers,shop rite,gortons,122.0,a9ace557-fce3-4eec-9536-0e4b399987b7,frozen seafood,frozen meat,gortons select retailers,0.0
232,gortons select retailers,shop rite,gortons,14.0,867f38b4-3abe-4717-860b-fb734c817197,jerky dried meat,snack,gortons select retailers,0.0
233,gortons select retailers,shop rite,gortons,13.0,f72793bd-721f-4d0f-8086-3b211446dd4b,frozen meal,frozen,gortons select retailers,0.0
234,gortons air fried butterfly shrimp walmart,walmart,gortons,348.0,e73f7957-0e65-4466-9588-795bdc5f67ac,packaged meat,pantry,gortons air fried butterfly shrimp walmart,0.0
235,gortons air fried butterfly shrimp walmart,walmart,gortons,122.0,a9ace557-fce3-4eec-9536-0e4b399987b7,frozen seafood,frozen meat,gortons air fried butterfly shrimp walmart,0.0
236,gortons air fried butterfly shrimp walmart,walmart,gortons,14.0,867f38b4-3abe-4717-860b-fb734c817197,jerky dried meat,snack,gortons air fried butterfly shrimp walmart,0.0
237,gortons air fried butterfly shrimp walmart,walmart,gortons,13.0,f72793bd-721f-4d0f-8086-3b211446dd4b,frozen meal,frozen,gortons air fried butterfly shrimp walmart,0.0
